v1,v2
ham,"Sorry, I'll call later"
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,What time. IÛ÷m out until prob 3 or so
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,"I'm not sure, I was just checking out what was happening around the area"
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,"If i let you do this, i want you in the house by 8am."
ham,Lol. Well quality aint bad at all so i aint complaining
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,Wat time u finish ur lect today?
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Y lei?
ham,Yes i will be there. Glad you made it.
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Ok... Take ur time n enjoy ur dinner...
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,S:)8 min to go for lunch:)
ham,"I am real, baby! I want to bring out your inner tigress..."
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,"You aren't coming home between class, right? I need to work out and shower!"
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,at bruce b downs &amp; fletcher now
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,Or remind me in a few hrs.
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?
ham,Ok lor wat time Ì_ finish?
ham,"Sorry, I'll call later"
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,Are you going to wipro interview today?
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,It should take about  &lt;#&gt;  min
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
ham,"K I'm ready,  &lt;#&gt; ?"
ham,have you ever had one foot before?
ham,Detroit. The home of snow. Enjoy it.
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,Wah lucky man... Then can save money... Hee...
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Good. No swimsuit allowed :)
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
ham,At the funeral home with Audrey and dad
ham,I know that my friend already told that.
ham,S..antha num corrct dane
ham,Keep my payasam there if rinu brings
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,Its just the effect of irritation. Just ignore it
ham,"Whatever, juliana. Do whatever you want."
ham,I want to be inside you every night...
ham,Do you hide anythiing or keeping distance from me
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,Sac needs to carry on:)
ham,You still at grand prix?
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,ÌÏ dun need to pick ur gf?
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,"Aight, lemme know what's up"
ham,Just send a text. We'll skype later.
ham,Don no da:)whats you plan?
ham,What was she looking for?
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
ham,Can not use foreign stamps in this country.
ham,I dont know why she.s not getting your messages
ham,Then we wait 4 u lor... No need 2 feel bad lar...
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
ham,I will see in half an hour
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,K:)i will give my kvb acc details:)
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Is she replying. Has boye changed his phone number
ham,Same. Wana plan a trip sometme then
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,Esplanade lor. Where else...
ham,Not from this campus. Are you in the library?
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,Dont gimme that lip caveboy
ham,I told that am coming on wednesday.
ham,You in your room? I need a few
ham,Its sarcasm.. .nt scarcasim
ham,Oh:)as usual vijay film or its different?
ham,Oh god. I'm gonna Google nearby cliffs now.
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
spam,You have 1 new voicemail. Please call 08719181513.
ham,No no. I will check all rooms befor activities
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,Haha okay... Today weekend leh... 
ham,"I'm a guy, browsin is compulsory"
ham,Ugh I don't wanna get out of bed. It's so warm.
ham,Ok lor... But buy wat?
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,Yar but they say got some error.
ham,Cant think of anyone with * spare room off * top of my head
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
ham,Havent still waitin as usual... ÌÏ come back sch oredi?
ham,Please attend the phone:)
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
ham,How do you plan to manage that
ham,Wat time do u wan 2 meet me later?
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,U don't remember that old commercial?
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
ham,At home watching tv lor.
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham,I am not having her number sir
ham,Thank you princess! You are so sexy...
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,From here after The performance award is calculated every two month.not for current one month period..
spam,You have 1 new message. Please call 08718738034.
ham,"Alright, see you in a bit"
ham,.Please charge my mobile when you get up in morning.
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
ham,Jay says that you're a double-faggot
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,Don no da:)whats you plan?
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,"K, can that happen tonight?"
ham,"Sorry, went to bed early, nightnight"
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
ham,K tell me anything about you.
ham,He didn't see his shadow. We get an early spring yay
ham,So can collect ur laptop?
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Are you this much buzy
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Ok...
ham,Yo! Howz u? girls never rang after india. L
ham,Whatsup there. Dont u want to sleep
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,"Come round, it's . "
ham,R Ì_ comin back for dinner?
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Sat right? Okay thanks... 
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
